id,by_user,liked_post,liked_date
2446,58,238,2019/09/10
1264,81,180,2019/09/10
1924,70,5,2019/09/10
4656,93,423,2019/09/10
3179,96,777,2019/09/10
1861,55,25,2019/09/10
4116,40,10,2019/09/09
3062,1,154,2019/09/09
2355,35,943,2019/09/09
4901,11,512,2019/09/09
389,6,790,2019/09/08
1572,18,240,2019/09/08
2181,19,321,2019/09/08
1433,83,716,2019/09/08
1798,94,760,2019/09/07
3785,94,476,2019/09/07
3875,27,501,2019/09/07
1142,25,307,2019/09/07
3476,73,328,2019/09/07
2701,13,395,2019/09/07
4281,3,398,2019/09/06
1235,15,965,2019/09/05
2527,57,803,2019/09/04
3586,70,894,2019/09/04
661,99,920,2019/09/04
3454,23,197,2019/09/04
1718,35,779,2019/09/04
4843,97,455,2019/09/04
3746,74,890,2019/09/03
4425,41,913,2019/09/03
3517,7,57,2019/09/03
286,10,253,2019/09/02
4340,64,578,2019/09/02
4066,41,828,2019/09/01
3108,94,413,2019/09/01
4518,86,502,2019/09/01
4973,22,893,2019/09/01
1227,61,367,2019/09/01
1237,24,964,2019/09/01
3278,65,538,2019/09/01
4511,48,50,2019/09/01
1381,38,537,2019/08/31
2407,50,452,2019/08/31
1046,56,597,2019/08/31
4706,35,235,2019/08/31
848,64,454,2019/08/31
2177,64,890,2019/08/31
165,51,419,2019/08/31
3621,58,742,2019/08/30
3537,64,654,2019/08/30
1714,17,780,2019/08/30
4910,2,687,2019/08/30
2151,59,662,2019/08/29
4598,55,306,2019/08/28
1708,84,636,2019/08/28
3202,94,435,2019/08/28
4056,83,719,2019/08/28
4734,15,243,2019/08/28
3186,9,261,2019/08/28
323,71,168,2019/08/27
479,66,532,2019/08/27
1581,83,768,2019/08/27
4594,89,923,2019/08/27
570,25,628,2019/08/27
4313,86,262,2019/08/27
1770,47,278,2019/08/27
772,58,480,2019/08/26
4626,6,425,2019/08/26
2329,95,854,2019/08/26
2274,67,311,2019/08/26
3700,20,215,2019/08/25
4789,30,224,2019/08/25
2341,93,355,2019/08/25
4596,9,143,2019/08/25
4754,21,783,2019/08/25
2495,14,584,2019/08/25
3283,71,833,2019/08/25
73,93,285,2019/08/25
1052,20,439,2019/08/25
1205,67,388,2019/08/25
3299,56,80,2019/08/25
2208,16,269,2020/06/08
885,86,387,2019/08/24
24,96,314,2019/08/24
545,48,949,2019/08/24
413,86,17,2019/08/24
1161,36,10,2019/08/24
1399,72,705,2019/08/24
3563,15,566,2019/08/23
3864,39,300,2019/08/23
205,48,230,2019/08/22
2246,13,481,2019/08/22
3626,96,619,2019/08/22
3596,28,25,2019/08/22
2244,79,140,2019/08/22
550,4,733,2019/08/22
224,9,284,2019/08/22
449,76,125,2019/08/22
4678,56,319,2019/08/21
1902,21,147,2019/08/21
2023,52,557,2019/08/21
817,79,396,2019/08/21
1434,86,788,2019/08/20
3940,11,488,2019/08/19
1001,74,168,2019/08/18
1431,75,826,2019/08/18
185,79,274,2019/08/18
3863,67,246,2019/08/18
1093,33,893,2019/08/18
3040,43,256,2019/08/18
4970,66,901,2019/08/18
4012,73,54,2019/08/17
2470,23,668,2019/08/16
298,99,425,2019/08/16
4099,33,479,2019/08/15
3512,19,554,2019/08/15
741,32,760,2019/08/15
3565,81,248,2019/08/15
3934,33,165,2019/08/15
4345,78,871,2019/08/15
4413,64,218,2019/08/15
395,64,249,2019/08/15
2430,36,67,2019/08/14
4001,73,10,2019/08/14
1362,93,460,2019/08/14
152,25,348,2019/08/14
4404,93,792,2019/08/14
1838,26,252,2019/08/14
2029,59,209,2019/08/14
4877,20,191,2019/08/13
1920,35,335,2019/08/13
4391,83,543,2019/08/13
878,69,339,2019/08/13
4057,69,925,2019/08/12
1458,50,389,2019/08/12
2568,68,912,2019/08/12
154,66,44,2019/08/11
2066,97,358,2019/08/11
4083,75,248,2019/08/11
3328,22,213,2019/08/11
4641,91,684,2019/08/11
1530,44,614,2020/08/26
2111,62,775,2019/08/11
4855,93,32,2019/08/11
2109,15,551,2019/08/10
2541,27,24,2019/08/10
1565,15,229,2019/08/10
2200,67,955,2019/08/10
3053,21,688,2019/08/10
1862,89,899,2019/08/10
1410,79,67,2019/08/09
731,7,22,2019/08/09
77,52,808,2019/08/09
747,87,203,2019/08/09
2722,53,233,2019/08/09
1376,65,546,2019/08/09
3567,77,546,2019/08/09
649,33,181,2019/08/08
591,15,933,2019/08/08
4020,82,748,2019/08/08
1878,34,753,2019/08/08
3344,78,681,2019/08/08
1687,90,429,2019/08/07
2183,70,367,2019/08/07
2228,88,466,2019/08/07
2113,4,33,2019/08/06
319,31,731,2019/08/06
141,13,617,2019/08/06
1868,82,325,2019/08/06
210,25,401,2019/08/05
837,45,993,2019/08/05
941,86,294,2019/08/04
4203,36,658,2019/08/04
4671,14,908,2019/08/04
1835,48,208,2019/08/04
3664,45,98,2019/08/03
2308,33,683,2019/08/03
4373,9,965,2019/08/03
1870,66,765,2019/08/03
3425,97,409,2019/08/03
4583,94,520,2019/08/03
3515,45,693,2019/08/02
148,34,290,2019/08/01
2518,62,494,2019/08/01
4645,32,282,2019/08/01
322,63,822,2019/08/01
282,2,854,2019/07/31
4858,98,915,2019/07/31
2209,95,155,2019/07/31
478,94,404,2019/07/30
3238,80,831,2019/07/30
4169,78,900,2019/07/30
2236,8,792,2019/07/30
2563,39,77,2019/07/30
1269,1,931,2019/07/29
1587,95,87,2019/07/29
1733,23,321,2019/07/29
3438,100,15,2019/07/29
2984,42,325,2019/07/28
2325,23,788,2019/07/28
631,53,507,2019/07/28
2588,71,472,2019/07/28
3182,60,119,2019/07/28
3891,93,697,2019/07/28
832,27,106,2019/07/27
4103,92,529,2019/07/27
2699,35,872,2019/07/26
3979,84,301,2019/07/26
4909,90,462,2019/07/26
4561,32,628,2019/07/25
3910,30,345,2019/07/25
4358,11,913,2019/07/25
1459,62,328,2019/07/25
200,63,698,2019/07/24
4986,48,712,2019/07/24
83,19,547,2019/07/24
2821,82,515,2019/07/23
4538,100,176,2019/07/23
1066,43,587,2019/07/23
4450,44,316,2019/07/23
1204,84,695,2019/07/23
3314,37,614,2018/11/30
4932,82,962,2019/07/22
3284,20,599,2019/07/22
2851,53,519,2019/07/21
3662,40,295,2019/07/21
1011,59,262,2019/07/21
4239,11,237,2019/07/20
1077,90,377,2019/07/20
4785,98,468,2019/07/20
4818,10,916,2019/07/20
4050,1,682,2019/07/20
3653,96,948,2019/07/19
1483,93,558,2019/07/19
4599,28,284,2019/07/19
3690,40,706,2019/07/19
952,89,794,2019/07/18
199,78,209,2019/07/18
3100,17,405,2019/07/17
3415,54,285,2019/07/17
3807,51,189,2019/07/17
3974,89,720,2019/07/17
3576,15,303,2019/07/17
4993,52,651,2019/07/17
4235,27,39,2019/07/17
3606,83,459,2019/07/17
528,29,724,2019/07/17
3999,95,749,2019/07/16
2816,33,351,2019/07/16
2813,54,956,2019/07/16
2249,95,403,2019/07/16
2746,30,840,2019/07/16
2761,78,204,2019/07/15
3025,71,149,2019/07/15
193,99,124,2019/07/15
4991,53,110,2019/07/15
2946,72,567,2019/07/14
787,41,206,2019/07/14
733,82,667,2019/07/14
622,52,138,2019/07/14
371,7,130,2019/07/14
3481,78,4,2019/07/14
4925,9,719,2019/07/13
632,86,528,2019/07/13
2436,13,270,2019/07/13
3687,96,54,2019/07/13
768,48,763,2019/07/13
2999,61,675,2019/07/12
3757,48,365,2019/07/12
347,32,263,2019/07/11
2269,72,433,2019/07/11
14,65,391,2019/07/11
3730,52,758,2019/07/11
66,91,434,2019/07/11
3661,29,209,2019/07/10
1856,75,475,2019/07/10
1169,75,348,2019/07/10
22,89,229,2019/07/10
4836,12,196,2019/07/10
3930,18,779,2019/07/10
1614,4,94,2019/07/10
1206,13,961,2019/07/09
573,78,894,2019/07/09
1662,91,679,2019/07/09
3455,37,888,2019/07/09
1190,80,558,2019/07/08
2782,91,422,2019/07/08
2106,55,680,2019/07/07
4897,22,422,2019/07/07
3992,56,474,2019/07/07
3734,61,802,2019/07/07
1493,58,765,2019/07/06
938,55,576,2019/07/06
4915,27,719,2019/07/06
888,20,478,2019/07/06
365,69,795,2019/07/05
1584,81,18,2019/07/05
3264,85,622,2019/07/05
117,86,703,2019/07/05
1385,63,398,2019/07/05
779,58,439,2019/07/05
4471,82,631,2019/07/05
4046,72,103,2019/07/05
1280,37,690,2019/07/04
1800,31,133,2019/07/04
1259,100,60,2019/07/04
3709,51,183,2019/07/04
1121,88,106,2019/07/04
337,35,222,2019/07/04
1421,14,925,2019/07/04
142,74,606,2019/07/04
1117,12,419,2019/07/03
1766,71,877,2019/07/03
4639,55,421,2019/07/03
4104,16,163,2019/07/03
2322,60,304,2019/07/03
362,88,405,2019/07/02
4271,22,345,2019/07/02
899,22,340,2019/07/02
1491,69,556,2019/07/02
1879,93,353,2019/07/02
617,28,417,2019/07/01
3509,26,929,2019/07/01
2758,32,781,2019/07/01
1522,67,615,2019/07/01
1239,20,629,2019/07/01
4466,70,415,2019/06/30
4071,46,290,2019/06/30
4390,21,519,2019/06/30
2772,48,253,2019/06/30
754,49,307,2019/06/30
130,96,888,2019/06/30
354,5,85,2019/06/29
4717,37,43,2019/06/29
3742,29,359,2019/06/29
3362,44,88,2019/06/28
3919,69,342,2019/06/27
43,38,307,2019/06/27
2604,92,470,2019/06/27
825,17,460,2019/06/27
268,24,721,2019/06/27
4151,66,295,2019/06/27
3628,61,808,2019/06/27
4878,89,89,2019/06/26
3549,46,590,2019/06/26
1939,71,4,2019/06/26
2734,54,622,2019/06/26
4022,76,149,2019/06/26
2691,7,969,2019/06/26
211,2,666,2019/06/25
4153,31,756,2019/06/25
480,39,653,2019/06/25
3670,50,162,2019/06/25
1278,62,335,2019/06/25
4606,42,605,2019/06/24
1638,38,813,2019/06/24
529,70,712,2019/06/23
1566,97,14,2019/06/23
4703,3,417,2019/06/22
1305,55,923,2019/06/22
3078,91,152,2019/06/22
4752,79,529,2019/06/22
1682,56,688,2019/06/22
4964,18,735,2019/06/22
3199,65,740,2019/06/22
4548,8,717,2019/06/22
636,23,588,2019/06/22
2882,61,50,2019/06/22
2912,79,260,2019/06/21
3320,35,34,2019/06/21
1215,72,859,2019/06/21
2435,53,428,2019/06/21
4809,83,142,2019/06/20
708,10,428,2019/06/20
1413,64,74,2019/06/20
361,95,393,2019/06/19
1762,72,938,2019/06/19
3726,21,890,2019/06/19
2499,67,148,2019/06/18
1110,70,268,2019/06/18
2064,96,575,2019/06/18
1962,96,498,2019/06/17
85,70,996,2019/06/17
1508,50,90,2019/06/17
4382,45,680,2019/06/17
3060,18,769,2019/06/17
3161,89,460,2019/06/16
1056,29,109,2019/06/16
1685,15,807,2019/06/16
2647,78,368,2019/06/16
2376,86,237,2019/06/16
4231,39,964,2019/06/16
3871,43,408,2019/06/14
3718,77,144,2019/06/14
4025,28,715,2019/06/14
4348,99,7,2019/06/14
3359,94,672,2019/06/14
1390,92,442,2019/06/14
496,71,258,2019/06/14
4782,81,565,2019/06/13
3461,8,47,2019/06/13
3822,7,658,2019/06/13
2873,95,6,2019/06/13
2605,11,386,2019/06/12
441,25,268,2019/06/12
1341,58,597,2019/06/12
2606,46,103,2019/06/12
1252,3,678,2019/06/12
1596,12,13,2019/06/12
2525,14,651,2019/06/11
953,49,674,2019/06/11
2575,87,502,2019/06/11
1251,48,28,2019/06/11
1045,94,120,2019/06/10
735,41,399,2019/06/10
1889,91,137,2019/06/10
2309,69,898,2019/06/10
4669,41,118,2019/06/10
2638,91,775,2019/06/10
2466,17,488,2019/06/09
4211,64,446,2019/06/09
4866,93,386,2019/06/09
321,14,6,2019/06/08
1528,5,947,2019/06/08
3827,7,476,2019/06/08
608,28,330,2019/06/07
1803,8,416,2019/06/07
758,48,368,2019/06/06
2838,56,434,2019/06/06
1419,28,807,2019/06/06
3212,72,849,2019/06/06
228,12,906,2019/06/06
4469,12,645,2019/06/05
4630,10,60,2019/06/05
3898,9,787,2019/06/05
3907,32,861,2019/06/04
2747,85,340,2019/06/04
839,65,836,2019/06/03
2424,82,622,2019/06/03
1050,6,198,2019/06/03
4831,21,409,2019/06/02
1426,54,523,2019/06/02
1424,69,926,2019/06/02
563,59,97,2019/06/02
976,60,900,2019/06/01
3837,89,743,2019/06/01
1063,71,972,2019/06/01
2548,81,154,2019/06/01
4890,97,615,2019/05/31
1301,64,806,2019/05/31
2862,61,999,2019/05/31
4421,72,294,2019/05/31
4367,30,564,2019/05/31
2486,82,894,2019/05/31
1029,1,974,2019/05/31
4591,85,840,2019/05/31
1384,67,801,2019/05/31
4375,72,64,2019/05/31
1694,38,190,2019/05/31
2533,99,907,2019/05/30
3470,43,385,2019/05/30
1154,55,431,2019/05/30
1099,43,423,2019/05/30
3969,61,751,2019/05/30
4117,52,815,2019/05/29
4508,60,560,2019/05/29
3215,89,489,2019/05/28
3571,19,190,2019/05/28
3072,100,175,2019/05/28
3858,18,160,2019/05/28
2164,5,797,2019/05/28
346,63,877,2019/05/28
4643,44,465,2019/05/28
4814,92,904,2019/05/27
4521,2,450,2019/05/27
2646,63,698,2019/05/27
15,6,688,2019/05/27
3163,42,925,2019/05/27
160,11,193,2019/05/27
4714,41,444,2019/05/26
4969,71,699,2019/05/26
621,29,32,2019/05/26
84,18,981,2019/05/26
76,15,452,2019/05/25
4417,64,408,2019/05/25
1098,13,805,2019/05/25
2085,63,787,2019/05/25
2048,54,469,2019/05/25
4329,70,86,2019/05/24
4625,38,869,2019/05/24
368,96,340,2019/05/24
2569,74,427,2019/05/23
1977,62,34,2019/05/23
2840,18,603,2019/05/21
3170,48,199,2019/05/21
2362,55,484,2019/05/21
1534,62,363,2019/05/21
2415,78,597,2019/05/21
2,78,542,2019/05/20
4999,78,389,2019/05/20
4739,52,910,2019/05/20
2822,86,509,2019/05/20
4681,19,403,2019/05/20
2471,80,397,2019/05/19
1521,44,223,2019/05/19
2848,55,437,2019/05/19
350,51,132,2019/05/19
611,15,533,2019/05/18
2778,13,783,2019/05/18
2916,2,247,2019/05/18
4506,21,223,2019/05/18
3806,82,137,2019/05/17
3495,16,592,2019/05/17
62,39,47,2019/05/17
2600,62,634,2019/05/17
593,11,740,2019/05/17
4336,92,702,2019/05/16
3530,18,242,2019/05/16
2952,44,601,2019/05/16
1549,21,961,2019/05/16
907,1,960,2019/05/15
3302,45,738,2019/05/15
511,33,271,2019/05/15
4664,80,929,2019/05/15
4839,97,360,2019/05/14
4972,50,670,2019/05/14
4564,81,560,2019/05/14
2672,48,356,2019/05/14
3865,42,357,2019/05/14
1294,30,6,2019/05/13
2344,85,388,2019/05/13
4657,6,608,2019/05/12
2923,80,942,2019/05/11
2009,81,898,2019/05/11
2738,29,155,2019/05/11
4295,25,592,2019/05/11
2473,49,190,2019/05/11
247,20,377,2019/05/11
3638,73,986,2019/05/11
4541,54,707,2019/05/10
862,70,158,2019/05/10
1391,6,624,2019/05/10
4048,86,117,2019/05/10
2791,57,298,2019/05/09
4867,30,387,2019/05/09
1276,65,670,2019/05/09
3225,69,827,2019/05/09
3745,85,514,2019/05/09
1230,84,810,2019/05/08
4870,93,594,2019/05/08
4715,39,854,2019/05/08
4982,1,341,2019/05/08
2283,77,530,2019/05/08
2658,28,848,2019/05/08
517,26,948,2019/05/07
2377,63,996,2019/05/07
3352,11,164,2019/05/07
4462,82,800,2019/05/07
1083,80,687,2019/05/06
1137,2,50,2019/05/06
2257,57,269,2018/07/09
1827,85,318,2019/05/05
1258,45,307,2019/05/05
2134,54,200,2019/05/05
1810,40,169,2019/05/05
2774,9,836,2019/05/04
3259,2,539,2019/05/04
3128,5,34,2019/05/04
3781,56,213,2019/05/03
316,97,254,2019/05/03
1935,61,717,2019/05/03
4335,9,600,2019/05/03
2687,81,482,2019/05/02
2365,31,39,2019/05/02
3995,37,288,2019/05/02
4914,81,706,2019/05/02
2777,66,736,2019/05/02
1387,43,479,2019/05/02
2893,41,27,2019/05/01
2239,85,545,2019/05/01
39,10,613,2019/05/01
2509,29,320,2019/05/01
94,60,935,2019/05/01
1560,74,651,2019/05/01
2975,65,639,2019/04/30
3244,69,436,2019/04/30
4862,4,642,2019/04/29
2536,14,710,2019/04/29
3840,84,270,2019/04/29
3540,72,406,2019/04/29
1931,8,900,2019/04/28
109,58,679,2019/04/28
2504,16,527,2019/04/28
508,57,784,2019/04/28
3317,17,688,2019/04/28
2570,4,898,2019/04/28
2245,55,147,2019/04/28
3190,18,773,2019/04/28
2357,86,918,2019/04/28
1894,71,748,2019/04/28
973,80,880,2019/04/28
3057,43,2,2019/04/27
746,83,91,2019/04/27
4976,98,541,2019/04/27
1392,36,646,2019/04/27
1740,76,650,2019/04/26
4742,91,346,2019/04/26
2117,29,983,2019/04/26
4761,12,742,2019/04/26
4168,75,251,2019/04/26
877,81,983,2019/04/26
1038,98,845,2019/04/26
106,19,345,2019/04/26
1700,5,966,2019/04/25
2441,1,926,2019/04/25
913,91,255,2019/04/25
4426,62,931,2019/04/24
1539,15,470,2019/04/24
2414,6,885,2019/04/24
3441,16,601,2019/04/23
3552,56,392,2019/04/23
943,31,408,2019/04/23
2801,84,95,2019/04/22
4559,62,291,2019/04/22
2535,50,277,2019/04/22
538,69,355,2019/04/21
2019,41,302,2019/04/20
1019,79,992,2019/04/20
320,9,843,2019/04/20
2709,97,110,2019/04/20
3256,95,553,2019/04/20
2248,32,644,2019/04/20
4762,93,45,2019/04/20
791,85,983,2019/04/20
1926,75,575,2019/04/20
2859,50,504,2019/04/19
2552,84,961,2019/04/19
1647,35,288,2019/04/19
4069,53,864,2019/04/18
3289,78,556,2019/04/18
2723,96,644,2019/04/18
4880,73,48,2019/04/18
2132,58,993,2019/04/18
4275,26,166,2019/04/18
2112,30,458,2019/04/17
4817,17,124,2019/04/17
2078,67,696,2019/04/17
989,22,410,2019/04/17
585,92,462,2019/04/17
2632,35,583,2019/04/16
3214,38,805,2019/04/16
2162,7,631,2019/04/16
1602,41,162,2019/04/16
1676,52,966,2019/04/16
4228,4,209,2019/04/15
2850,8,590,2019/04/15
3218,30,66,2019/04/14
1844,17,940,2019/04/14
4946,28,367,2019/04/14
671,73,584,2019/04/13
2716,73,570,2019/04/13
4830,19,776,2019/04/12
1903,94,508,2019/04/12
1506,38,371,2019/04/12
1272,82,846,2019/04/12
4142,35,992,2019/04/11
2585,63,161,2019/04/11
1455,49,196,2019/04/11
4108,81,159,2019/04/10
2498,70,198,2019/04/10
2587,45,80,2019/04/10
2265,32,669,2019/04/10
4733,26,59,2019/04/10
3137,89,894,2019/04/10
4947,30,467,2019/04/09
3399,75,676,2019/04/09
1883,78,520,2019/04/09
4277,81,474,2019/04/08
1671,85,410,2019/04/08
3464,59,269,2019/02/07
3282,41,673,2019/04/08
2644,11,247,2019/04/08
2766,85,865,2019/04/08
4833,49,77,2019/04/07
4967,34,137,2019/04/07
889,21,430,2019/04/07
951,16,861,2019/04/07
3220,52,303,2019/04/06
4911,58,565,2019/04/05
1320,76,548,2019/04/04
4712,11,581,2019/04/04
1240,15,297,2019/04/04
3633,31,931,2019/04/04
788,8,808,2019/04/04
2728,43,796,2019/04/03
744,74,425,2019/04/03
3132,65,74,2019/04/03
431,16,750,2019/04/03
3582,92,334,2019/04/03
2704,32,888,2019/04/03
2412,24,34,2019/04/02
4856,31,318,2019/04/02
2297,47,64,2019/04/02
3136,81,392,2019/04/02
1715,7,520,2019/04/01
1091,63,496,2019/04/01
2448,4,499,2019/04/01
4486,48,129,2019/04/01
1153,41,906,2019/04/01
1423,45,53,2019/04/01
2586,17,144,2019/04/01
3841,88,330,2019/04/01
4520,87,181,2019/03/31
3458,53,930,2019/03/31
174,76,721,2019/03/31
2212,90,117,2019/03/31
3092,55,313,2019/03/31
2194,77,700,2019/03/31
3666,61,950,2019/03/31
1792,14,206,2019/03/30
3736,73,792,2019/03/30
115,74,884,2019/03/29
3611,47,930,2019/03/29
3692,1,532,2019/03/29
3612,90,213,2019/03/29
4204,72,228,2019/03/28
3422,69,281,2019/03/28
665,13,11,2019/03/28
2154,58,901,2019/03/28
964,90,285,2019/03/27
1199,60,420,2019/03/27
215,62,639,2019/03/27
1207,74,130,2019/03/26
2095,72,130,2019/03/26
4987,99,294,2019/03/26
4287,96,886,2019/03/26
493,42,749,2019/03/25
4122,64,876,2019/03/25
2311,32,806,2019/03/24
2919,56,98,2019/03/24
526,53,956,2019/03/24
674,1,27,2019/03/24
695,52,842,2019/03/24
3398,42,671,2019/03/24
2075,32,740,2019/03/23
906,67,747,2019/03/23
2613,46,321,2019/03/23
2732,67,989,2019/03/23
3176,75,227,2019/03/23
1181,27,656,2019/03/22
3647,37,695,2019/03/22
4290,15,853,2019/03/22
1133,10,925,2019/03/21
2478,86,830,2019/03/21
3142,51,310,2019/03/21
686,39,895,2019/03/20
3743,52,926,2019/03/20
270,1,114,2019/03/20
1722,75,595,2019/03/20
4446,60,547,2019/03/20
11,6,971,2019/03/20
309,4,500,2019/03/19
2674,19,463,2019/03/19
1688,75,553,2019/03/19
2631,40,445,2019/03/19
2127,15,804,2019/03/18
3107,24,422,2019/03/18
857,5,416,2019/03/18
3731,33,154,2019/03/18
3968,7,814,2019/03/17
2679,8,128,2019/03/17
2590,81,717,2019/03/17
3204,60,231,2019/03/17
1583,54,534,2019/03/17
4208,50,230,2019/03/17
1728,38,740,2019/03/17
1007,70,561,2019/03/17
4666,61,478,2019/03/16
1477,72,390,2019/03/16
1096,83,250,2019/03/15
4403,97,649,2019/03/15
1170,93,322,2019/03/14
3267,91,497,2021/06/22
126,2,257,2019/03/13
1892,64,987,2019/03/13
1028,40,329,2019/03/13
3676,74,807,2019/03/13
4081,22,90,2019/03/13
1944,12,441,2019/03/12
2994,37,324,2019/03/12
3986,88,543,2019/03/12
1173,20,897,2019/03/12
891,38,758,2019/03/12
3579,28,736,2019/03/12
1295,100,642,2019/03/12
2460,16,713,2019/03/12
4965,43,965,2019/03/11
4263,29,157,2019/03/11
3197,19,406,2019/03/11
3189,8,185,2019/03/11
2168,60,73,2019/03/11
1470,4,836,2019/03/11
2927,90,770,2019/03/10
4696,20,433,2019/03/10
1834,13,863,2019/03/10
1212,25,381,2019/03/09
4716,94,449,2019/03/09
3203,11,677,2019/03/09
1533,29,242,2019/03/08
3732,27,790,2019/03/08
166,100,388,2019/03/08
4270,10,755,2019/03/08
2286,91,539,2019/03/08
3536,70,917,2019/03/08
1345,21,753,2019/03/07
2036,13,548,2019/03/07
1678,5,306,2019/03/07
756,54,428,2019/03/07
3830,78,257,2019/03/06
1975,85,139,2019/03/06
3452,11,201,2019/03/06
1035,39,853,2019/03/06
103,17,903,2019/03/06
1643,9,272,2019/03/05
4236,1,779,2019/03/05
3501,46,197,2019/03/05
3906,77,242,2019/03/05
3508,89,155,2019/03/04
404,50,780,2019/03/04
1180,20,622,2019/03/04
4926,67,799,2019/03/04
2299,47,389,2019/03/04
869,32,431,2019/03/04
948,43,221,2019/03/04
2045,6,29,2019/03/03
2903,41,374,2019/03/03
1585,29,200,2019/03/02
4465,37,173,2019/03/02
1860,51,712,2019/03/02
4036,14,320,2019/03/02
4484,5,531,2019/03/02
4039,2,434,2019/03/01
770,69,494,2019/03/01
2410,10,994,2019/03/01
3890,82,899,2019/03/01
1274,21,127,2019/03/01
932,85,82,2019/02/28
251,50,402,2019/02/28
4660,98,450,2019/02/28
3608,2,606,2019/02/28
4691,13,6,2019/02/28
2914,74,591,2019/02/27
1684,75,255,2019/02/27
1735,85,873,2019/02/27
4478,63,902,2019/02/27
1610,38,165,2019/02/27
454,2,463,2019/02/27
4944,3,415,2019/02/27
3834,81,720,2019/02/26
847,66,324,2019/02/26
3353,62,27,2019/02/25
975,98,466,2019/02/25
1713,81,563,2019/02/25
4384,11,667,2019/02/25
4394,70,72,2019/02/24
2411,60,772,2019/02/24
833,79,396,2019/02/23
4454,85,45,2019/02/23
3459,89,975,2019/02/23
4619,72,478,2019/02/23
4655,36,424,2019/02/23
3899,98,534,2019/02/22
2349,54,113,2019/02/22
3896,100,916,2019/02/22
1187,84,797,2019/02/21
4308,3,431,2019/02/21
4708,73,522,2019/02/21
2488,73,438,2019/02/21
2763,87,343,2019/02/20
46,60,640,2019/02/20
1109,43,73,2019/02/20
991,60,88,2019/02/20
3767,94,531,2019/02/20
956,82,922,2019/02/20
2825,61,641,2019/02/20
1293,77,955,2019/02/19
4779,29,339,2019/02/19
4126,88,849,2019/02/19
2866,94,274,2019/02/18
466,4,693,2019/02/17
1519,89,183,2019/02/17
2894,77,532,2019/02/17
1020,63,188,2019/02/16
3122,8,437,2019/02/15
753,78,297,2019/02/15
2978,7,807,2019/02/15
4368,41,860,2019/02/15
3937,19,376,2019/02/15
950,56,876,2019/02/15
2787,33,751,2019/02/14
2464,51,22,2019/02/14
4456,93,483,2019/02/14
960,5,664,2019/02/14
1174,78,761,2019/02/14
1100,81,807,2019/02/14
3144,43,952,2019/02/14
4765,60,739,2019/02/13
3093,31,482,2019/02/13
879,48,382,2019/02/13
1023,100,293,2019/02/13
1937,82,439,2019/02/13
1225,58,912,2019/02/13
3055,35,294,2019/02/13
2724,41,388,2019/02/13
2379,10,887,2019/02/12
4190,62,255,2019/02/12
2492,22,487,2019/02/12
3002,77,550,2019/02/12
2930,49,402,2019/02/11
2609,1,944,2019/02/11
1527,91,572,2019/02/11
2526,87,797,2019/02/11
4157,18,138,2019/02/11
4051,47,869,2019/02/11
983,71,213,2019/02/10
1165,58,232,2019/02/10
2771,71,542,2019/02/10
4158,70,729,2019/02/10
1042,8,167,2019/02/09
3805,68,920,2019/02/09
2056,14,533,2019/02/08
4532,74,984,2019/02/08
4149,32,853,2019/02/08
871,42,772,2019/02/07
476,39,857,2019/02/07
3432,65,269,2020/10/18
1881,18,438,2019/02/07
2459,70,996,2019/02/06
3296,79,132,2019/02/06
4451,51,165,2019/02/06
3104,30,153,2019/02/06
4623,97,564,2019/02/06
1551,90,415,2019/02/06
3405,49,967,2019/02/06
582,79,383,2019/02/06
4041,99,683,2019/02/05
3936,57,697,2019/02/05
3038,62,543,2019/02/05
1057,40,618,2019/02/04
691,4,902,2019/02/04
3990,99,626,2019/02/04
844,8,609,2019/02/03
3631,22,69,2019/02/03
1039,68,337,2019/02/03
725,35,227,2019/02/02
3832,3,891,2019/02/02
2280,47,211,2019/02/02
49,78,404,2019/02/02
3867,83,642,2019/02/02
3818,1,449,2019/02/02
1417,2,171,2019/02/02
3580,85,911,2019/02/01
4475,51,744,2019/02/01
1620,64,531,2019/02/01
1286,78,395,2019/01/31
1310,90,13,2019/01/31
40,37,825,2019/01/31
1795,23,250,2019/01/31
997,94,510,2019/01/31
2556,15,954,2019/01/30
749,94,500,2019/01/30
4134,44,167,2019/01/30
4299,49,703,2019/01/30
3812,90,837,2019/01/30
3433,16,439,2019/01/30
3181,22,28,2019/01/29
1203,68,447,2019/01/29
634,20,259,2019/01/29
700,24,37,2019/01/28
4530,9,978,2019/01/28
896,10,773,2019/01/28
1683,12,341,2019/01/27
2097,65,985,2019/01/27
2319,39,863,2019/01/27
1974,19,937,2019/01/27
846,71,168,2019/01/27
4869,42,73,2019/01/27
4617,50,831,2019/01/27
3463,66,653,2019/01/26
1785,11,428,2019/01/26
567,70,933,2019/01/26
1051,94,557,2019/01/26
836,71,10,2019/01/26
2204,43,289,2019/01/25
2788,90,917,2019/01/25
1594,32,457,2019/01/25
4105,97,930,2019/01/25
2649,51,149,2019/01/24
3417,59,980,2019/01/24
1797,7,815,2019/01/24
296,84,876,2019/01/24
1615,3,884,2019/01/24
1746,98,837,2019/01/24
4662,82,484,2019/01/24
207,70,186,2019/01/23
4297,29,145,2019/01/23
68,45,781,2019/01/23
1002,5,967,2019/01/23
1816,56,886,2019/01/22
4603,18,978,2019/01/21
421,10,656,2019/01/21
3927,23,581,2019/01/21
